Employee_ID,Full_Name,Age,Gender,Department,Job_Title,Education,Hire_Date,Salary,Years_At_Company,Job_Satisfaction,Performance_Rating,Monthly_Hours,Attrition,Region,Payment_Method,Phone,Email
EMP00180,Employee_180,48,fmale,engineering,Sr Manager,Master,2022/10/09,$59736,13,3,1,76,Y,europe,Wire,893.471.4044,employee_180@company.com
EMP00181,Employee_181,43,F,Finance,Analyst,bachelor,2016/05/10,$80258,23,5,5,77,NO,North America,CHK,893.207.2051,employee_181@company.com
EMP00182,Employee_182,57,FEMALE,ENGINEERING,vp,BACHELOR,2010-01-30,"67,131",10,3,1,66,Stayed,Europe,Wire Transfer,953 317 8477,employee_182@company.com
EMP00183,Employee_183,52,,Legal,Intern,bachelor,11-10-2017,60.0k,20,5,1,64,Yes,north america,CASH,701-153-7098,employee_183@company.com
EMP00184,Employee_184,53,female,I.T,Consult,MASTER,2013-08-22,"54,593",6,2,5,77,Y,N. America,CASH,763-906-4431,employee_184@company.com
EMP00185,Employee_185,21,male,H.R,ANALYST,HighSchool,08-03-2011,70959,24,1,5,61,yes,middle east,CASH,(455) 903-5753,employee_185@company.com
EMP00186,Employee_186,39,Male,MARKETING,lead,high school,2015-11-22,"31,084",18,1,4,53,Left,europe,CASH,661.952.9713,employee_186@company.com
EMP00187,Employee_187,22,fm,Operations,Manager,Assoc Degree,07-11-2010,$38138,3,2,3,62,,Asia Pacific,CHK,(485) 968-6321,employee_187@company.com
EMP00188,Employee_188,na,male,ENGINEERING,analyst,high school,,$55814,1,4,1,79,yes,APAC,cash,738-336-8723,employee_188@company.com
EMP00189,Employee_189,52,Female,legal,manager,high school,2022/02/06,78.6k,24,2,1,44,Y,ME,direct deposit,,employee_189@company.com
EMP00190,Employee_190,26,female,Marketing,Snr Analyst,master,11-Mar-2016,118571,22,1,5,50,Y,LATAM,DD,,
EMP00191,Employee_191,52,fm,Marketing,Senior Manager,bachelor,2021/06/05,"61,017",21,3,5,65,N,,Cash,736 968 7257,employee_191@company.com
EMP00192,Employee_192,24,MALE,ENGINEERING,MGR,bachelor,17-Mar-2012,,20,5,2,44,no,middle east,CHK,219-810-3735,employee_192@company.com
EMP00193,Employee_193,31,MALE,OPERATIONS,V.P,associate,03-05-2021,45244,22,1,1,44,YES,europe,,(226) 299-7381,employee_193@company.com
EMP00194,Employee_194,37,MALE,Legal,intern,HS,2012/04/23,"81,472",18,2,1,62,YES,North America,Direct Deposit,668.384.1775,employee_194@company.com
EMP00195,Employee_195,58,F,I.T,Senior Manager,High School,2019/08/20,40.7k,20,3,5,46,no,LATAM,Wire Transfer,,employee_195@company.com
EMP00196,Employee_196,44,fm,OPERATIONS,Consultant,master,19-Jun-2010,"32,356",17,1,1,67,YES,LATAM,Wire,838-430-9434,employee_196@company.com
EMP00197,Employee_197,25,Female,ENGINEERING,lead,Bachelors,2022/09/21,$81342,20,2,3,62,N,asia pacific,CASH,335.355.5385,employee_197@company.com
EMP00198,Employee_198,54,MALE,Ops,V.P,HS,2019-10-01,"76,622",6,1,4,52,N,NA,Wire,(811) 523-9003,employee_198@company.com
EMP00199,Employee_199,26,male,MARKETING,MGR,high school,06/07/2014,$28186,10,2,5,62,N,Middle East,Wire,119-120-1156,employee_199@company.com
EMP00200,Employee_200,42,M,I.T,manager,Bachelor,2020-07-20,42.6k,9,2,5,62,N,Europe,check,547 380 1089,employee_200@company.com
EMP00201,Employee_201,31,Female,I.T,,High School,19/02/2022,"96,117",10,1,1,77,YES,Mid East,check,859.607.5003,employee_201@company.com
EMP00202,Employee_202,36,FEMALE,IT,intern,PhD,2011/11/12,,22,3,4,73,Yes,North America,check,591 137 6767,employee_202@company.com
EMP00203,Employee_203,53,,sales,Consult,Masters,08/05/2020,$35066,8,1,4,48,Y,north america,wire transfer,817-938-9421,employee_203@company.com
EMP00204,Employee_204,29,Male,OPERATIONS,DIR,bachelor,2017-04-13,"25,000",2,1,5,42,no,Latin America,DD,,employee_204@company.com
EMP00205,Employee_205,26,Female,finance,Associate,MASTER,24-May-2016,71.7k,23,3,5,64,Left,Mid East,wire transfer,(624) 902-1820,employee_205@company.com
EMP00206,Employee_206,36,Male,Operations,Consult,high school,2019-08-19,$57598,4,1,5,70,no,Asia Pacific,CHK,484 992 6368,employee_206@company.com
EMP00207,Employee_207,49,MALE,OPERATIONS,assoc,associate,09-04-2019,"69,544",22,5,3,37,YES,ME,Check,(764) 450-2943,employee_207@company.com
EMP00208,Employee_208,23,M,FINANCE,DIR,HS,2023-09-07,80.9k,0,5,1,44,Stayed,Mid East,wire transfer,869-511-6224,employee_208@company.com
EMP00209,Employee_209,40,M,OPERATIONS,consultant,PHD,2020/08/07,"41,093",,5,3,43,no,Apac,CASH,751-363-7188,employee_209@company.com
EMP00210,Employee_210,56,F,Mktg,lead,HS,2021/08/08,"54,196",19,2,,74,NO,north america,Wire Transfer,794 256 2434,employee_210@company.com
EMP00211,Employee_211,39,M,OPERATIONS,ANALYST,HighSchool,2023/06/17,"42,524",,4,4,47,NO,europe,Check,225-231-1624,employee_211@company.com
EMP00212,Employee_212,46,FEMALE,Mktg,Senior Analyst,Assoc Degree,2020-04-17,,18,1,1,56,yes,Apac,CASH,838-364-1644,employee_212@company.com
EMP00213,Employee_213,23,fm,I.T,DIR,,07-27-2017,79.1k,5,4,1,58,YES,Asia Pacific,Cash,978-133-1592,employee_213@company.com
EMP00214,Employee_214,39,male,Sales,ANALYST,Bachelor,2013-12-08,$68602,2,5,5,41,no,ME,wire transfer,780 637 5874,employee_214@company.com
EMP00215,Employee_215,40,MALE,,VP,Bachelors,2016/05/06,"25,926",20,3,5,47,no,latin america,Wire Transfer,214 206 5519,employee_215@company.com
EMP00216,Employee_216,52,MALE,I.T,Snr Analyst,high school,09-01-2020,"83,128",12,5,5,40,yes,EUR,Cash,(210) 943-1534,employee_216@company.com
EMP00217,Employee_217,27,male,Engineering,ANALYST,Bachelors,11/01/2023,"56,248",16,1,5,44,yes,latin america,Check,(444) 952-9352,employee_217@company.com
EMP00218,Employee_218,61,male,HR,vp,HighSchool,TBD,"84,279",2,4,5,45,Y,Asia Pacific,,484.108.5521,employee_218@company.com
EMP00219,Employee_219,53,M,Marketing,Manager,high school,2019-06-02,39632,22,4,5,63,Y,asia pacific,Wire Transfer,(674) 800-7501,employee_219@company.com
EMP00220,Employee_220,60,FEMALE,IT,Manager,BACHELOR,09-13-2017,"41,858",2,2,1,50,Yes,North America,,119.812.7659,
EMP00221,Employee_221,59,female,SALES,Senior Analyst,bachelor,05/08/2023,71.3k,20,3,3,54,N,N. America,Wire,734-195-4826,employee_221@company.com
EMP00222,Employee_222,38,Female,Finance,consultant,Bachelors,02-Oct-2016,37588,22,5,4,55,yes,ME,CASH,255-956-4983,employee_222@company.com
EMP00223,Employee_223,60,FEMALE,OPERATIONS,Sr Manager,high school,2012/12/21,$58128,,3,5,63,NO,asia pacific,cash,,employee_223@company.com
EMP00224,Employee_224,21,female,HR,Snr Analyst,PHD,2022-03-29,TBD,1,1,4,48,Yes,Mid East,Check,,employee_224@company.com
EMP00225,Employee_225,31,Male,legal,intern,master,30/06/2019,"55,216",2,2,1,75,YES,Asia Pacific,Cash,(603) 300-3648,employee_225@company.com
EMP00226,Employee_226,48,female,engineering,ANALYST,Associate,2023/07/01,"64,204",19,5,4,50,NO,Apac,Check,101-841-7101,employee_226@company.com
EMP00227,Employee_227,45,fmale,finance,consultant,Bachelors,2022-12-04,"65,381",15,1,1,43,N,asia pacific,DD,221-533-4799,employee_227@company.com
EMP00228,Employee_228,43,M,I.T,Consult,BACHELOR,2011/04/16,"55,881",20,3,2,40,Stayed,N. America,Check,273 912 7177,employee_228@company.com
EMP00229,Employee_229,51,MALE,it,Intern,,12/06/2015,$73334,11,2,3,72,Yes,Europe,CASH,832-867-5846,employee_229@company.com
EMP00230,Employee_230,50,fm,Engineering,,MASTER,28/06/2014,"68,695",24,5,2,63,YES,EUR,cash,692.421.5565,employee_230@company.com
EMP00231,Employee_231,55,MALE,Engineering,Analyst,associate,2017/05/17,"62,766",8,3,1,52,YES,latin america,Cash,602.422.8490,employee_231@company.com
EMP00232,Employee_232,27,fm,,,associate,20-Mar-2019,"49,354",15,5,2,58,Y,latin america,CASH,831-491-1903,employee_232@company.com
EMP00233,Employee_233,36,male,FINANCE,MGR,high school,2012-04-23,91.7k,3,2,1,51,no,Mid East,direct deposit,(114) 995-4294,employee_233@company.com
EMP00234,Employee_234,46,Male,Mktg,consultant,PhD,28-May-2016,74.7k,24,2,2,70,N,N. America,Direct Deposit,(598) 790-3383,employee_234@company.com
EMP00235,Employee_235,22,fm,HR,Intern,High School,31/08/2015,$39097,19,3,1,55,Y,LATAM,cash,(438) 448-2102,employee_235@company.com
EMP00236,Employee_236,21,MALE,SALES,Senior Manager,high school,19/12/2023,81222,17,5,3,53,YES,EUR,Direct Deposit,875.883.8936,employee_236@company.com
EMP00237,Employee_237,32,Male,it,Analyst,Associate,,86887,0,4,3,57,NO,ME,CHK,622.664.2815,employee_237@company.com
EMP00238,Employee_238,25,FEMALE,H.R,V.P,,2012-09-26,$62961,6,1,3,61,YES,Middle East,Wire,748.525.2955,employee_238@company.com
EMP00239,Employee_239,57,female,LEGAL,DIR,phd,2016/01/12,$64623,19,2,1,45,Left,Apac,check,482 807 2812,employee_239@company.com
EMP00240,Employee_240,52,fm,finance,intern,Master,2021/02/11,"25,000",11,5,4,60,yes,ME,DD,597 734 1323,
EMP00241,Employee_241,29,Female,Legal,analyst,Assoc Degree,19-Jan-2017,43914,7,3,2,45,,europe,,850 829 2007,employee_241@company.com
EMP00242,Employee_242,61,F,IT,Lead,high school,28-Nov-2020,86092,7,3,2,77,Yes,ME,Direct Deposit,795 781 2359,employee_242@company.com
EMP00243,Employee_243,55,FEMALE,Operations,Assoc,Masters,26-Feb-2010,"45,434",23,2,2,56,YES,NA,CHK,490.548.8063,employee_243@company.com
EMP00244,Employee_244,39,fmale,engineering,VP,High School,2011-09-25,61004,21,2,2,53,Left,,direct deposit,535 394 5787,employee_244@company.com
EMP00245,Employee_245,36,fmale,FINANCE,assoc,BACHELOR,2017-08-30,"43,534",8,4,3,42,yes,ME,Cash,727-979-3482,
EMP00246,Employee_246,23,fmale,Engg,MGR,Associate,08/02/2015,"70,770",13,3,4,57,Stayed,North America,Cash,787.679.2078,employee_246@company.com
EMP00247,Employee_247,40,female,Sales,Assoc,HS,2016/02/07,74.8k,19,5,2,57,N,Latin America,Wire,927-799-9925,employee_247@company.com
EMP00248,Employee_248,44,F,ENGINEERING,Analyst,bachelor,08-Jul-2013,"75,512",4,1,4,,Left,EUR,Wire Transfer,174.164.1964,employee_248@company.com
EMP00249,Employee_249,na,fm,sales,Intern,master,04-01-2018,36516,19,1,1,43,no,ME,CHK,329 217 1213,employee_249@company.com
EMP00250,Employee_250,44,male,HR,V.P,HS,19-May-2011,$67668,20,4,1,58,N,ME,check,,employee_250@company.com
EMP00251,Employee_251,31,Female,Hr,ANALYST,PhD,2023-02-27,"104,414",1,5,2,46,Left,asia pacific,wire transfer,687 902 3134,employee_251@company.com
EMP00252,Employee_252,28,Female,Marketing,Senior Manager,Bachelors,2019-05-06,83712,20,1,5,46,,latin america,,165.691.3127,employee_252@company.com
EMP00253,Employee_253,na,M,it,Intern,phd,12-15-2021,$67333,,1,3,66,NO,APAC,direct deposit,(743) 725-3170,employee_253@company.com
EMP00254,Employee_254,58,female,Mktg,vp,HS,2019-10-08,25.0k,23,5,2,36,Left,,Wire,373 867 2278,employee_254@company.com
EMP00255,Employee_255,60,fmale,sales,Director,Assoc Degree,12-Oct-2017,$58766,8,5,3,40,NO,Apac,check,847 786 2718,employee_255@company.com
EMP00256,Employee_256,40,Female,LEGAL,analyst,Associate,2022-06-23,"106,159",6,2,2,38,YES,north america,wire transfer,(998) 422-4167,employee_256@company.com
EMP00257,Employee_257,55,female,Sales,Associate,Associate,01-20-2023,"97,965",,1,3,47,Left,Latin America,Wire,(756) 894-3236,employee_257@company.com
EMP00258,Employee_258,45,FEMALE,legal,VP,HS,2014-11-21,76535,21,1,5,70,Yes,Middle East,Direct Deposit,(904) 327-6593,employee_258@company.com
EMP00259,Employee_259,55,fmale,Mktg,Consult,HighSchool,11/07/2014,47017,,4,5,75,Y,Mid East,direct deposit,(193) 427-7340,employee_259@company.com
EMP00260,Employee_260,45,M,sales,Director,associate,2017/08/08,66.3k,11,2,1,73,yes,middle east,Direct Deposit,665.978.2499,employee_260@company.com
EMP00261,Employee_261,49,MALE,Engineering,VP,High School,07-19-2017,84.3k,10,2,2,72,No,middle east,Wire,130.740.4115,employee_261@company.com
EMP00262,Employee_262,38,Female,I.T,Analyst,high school,2011-12-04,,9,1,5,52,Yes,middle east,cash,,employee_262@company.com
EMP00263,Employee_263,38,female,IT,Assoc,HighSchool,10/04/2014,$72816,12,3,5,49,no,ME,DD,,employee_263@company.com
EMP00264,Employee_264,22,fm,Engineering,Consult,PHD,15/06/2010,86.4k,8,3,2,67,,Apac,Cash,426.343.4914,employee_264@company.com
EMP00265,Employee_265,55,F,Mktg,lead,Masters,06-25-2019,"63,533",15,5,2,76,NO,latin america,Wire,901-825-9255,employee_265@company.com
EMP00266,Employee_266,36,MALE,it,V.P,HS,,62427,20,2,1,64,Yes,north america,,720.459.7266,employee_266@company.com
EMP00267,Employee_267,61,Female,Operations,consultant,HS,2023/09/30,53527,21,1,5,70,Stayed,Europe,Direct Deposit,225.490.3981,employee_267@company.com
EMP00268,Employee_268,56,M,,Director,P.H.D,2023-07-27,"75,613",16,1,3,59,No,LATAM,direct deposit,480.573.5380,employee_268@company.com
EMP00269,Employee_269,53,female,ENGINEERING,Sr Manager,Master,2011/06/07,"90,009",4,1,2,38,N,europe,Wire Transfer,942 503 1428,employee_269@company.com
EMP00270,Employee_270,,F,OPERATIONS,ANALYST,associate,02-23-2013,82711,5,4,2,52,NO,NA,check,616 338 6544,employee_270@company.com
EMP00271,Employee_271,53,FEMALE,Mktg,Analyst,Bachelor,2022-09-25,$34549,9,3,2,79,Yes,Apac,Direct Deposit,913.656.5398,employee_271@company.com
EMP00272,Employee_272,34,Female,finance,consultant,MASTER,2016-03-31,$35888,10,4,2,67,yes,asia pacific,CASH,(520) 142-8735,employee_272@company.com
EMP00273,Employee_273,41,F,Legal,Director,Bachelors,2018-10-29,92.6k,1,1,5,54,Stayed,N. America,CASH,865-947-6639,employee_273@company.com
EMP00274,Employee_274,40,MALE,IT,Assoc,Master,30-Jan-2013,$69414,6,1,3,76,Stayed,north america,Check,(478) 629-4296,employee_274@company.com
EMP00275,Employee_275,28,male,it,ANALYST,Bachelors,12-Sep-2020,70.4k,13,2,1,55,Stayed,LATAM,CHK,,employee_275@company.com
EMP00276,Employee_276,27,FEMALE,Sales,Intern,Bachelors,2014-01-31,$69828,3,2,4,35,no,Middle East,DD,873 533 1216,employee_276@company.com
EMP00277,Employee_277,23,FEMALE,LEGAL,vp,MASTER,2021/02/11,108791,4,3,5,68,no,N. America,Cash,(820) 627-7161,employee_277@company.com
EMP00278,Employee_278,37,,Engg,Assoc,phd,11-16-2012,53843,18,5,5,43,YES,LATAM,CHK,591.988.8507,
EMP00279,Employee_279,53,Female,SALES,Senior Manager,master,11-20-2014,92.9k,20,1,4,35,Stayed,latin america,DD,591-401-5379,employee_279@company.com
EMP00280,Employee_280,32,F,Hr,analyst,P.H.D,2012-07-17,$70840,19,2,4,61,Yes,NA,DD,(901) 431-7948,employee_280@company.com
EMP00281,Employee_281,42,fm,Marketing,Director,Assoc Degree,23-Sep-2012,$25000,9,3,2,49,NO,Latin America,DD,(478) 941-7835,employee_281@company.com
EMP00282,Employee_282,42,Female,Hr,Senior Manager,MASTER,03-Jul-2021,44.4k,5,4,3,58,Stayed,NA,CASH,305-352-3025,employee_282@company.com
EMP00283,Employee_283,50,FEMALE,LEGAL,DIR,Associate,2012/01/12,49824,1,1,5,59,YES,asia pacific,Wire,204-205-8175,employee_283@company.com
EMP00284,Employee_284,58,Male,Sales,V.P,Associate,2015/05/20,92328,2,5,5,68,Stayed,EUR,DD,897-816-7919,employee_284@company.com
EMP00285,Employee_285,58,F,sales,Intern,HS,08/05/2022,95.7k,14,3,1,78,No,Europe,wire transfer,314-788-1678,employee_285@company.com
EMP00286,Employee_286,28,F,OPERATIONS,DIR,Bachelors,2019/10/15,73.8k,9,5,4,44,no,Asia Pacific,cash,438 145 5305,employee_286@company.com
EMP00287,Employee_287,47,female,Sales,Sr Manager,P.H.D,08/03/2019,51.9k,16,1,4,64,YES,LATAM,Check,(525) 972-2896,employee_287@company.com
EMP00288,Employee_288,47,MALE,Finance,,Associate,2015-05-18,42225,6,3,5,79,Left,ME,Cash,700.781.3328,employee_288@company.com
EMP00289,Employee_289,54,Male,LEGAL,consultant,PhD,09-May-2014,93.4k,24,2,4,75,Stayed,Latin America,cash,(416) 160-4181,employee_289@company.com
EMP00290,Employee_290,41,male,finance,Consultant,MASTER,30-Aug-2012,32886,1,5,2,59,NO,N. America,,907-980-7089,employee_290@company.com
EMP00291,Employee_291,,fm,Finance,Manager,bachelor,2012/12/22,$62403,6,4,1,37,NO,APAC,Check,639-596-5339,employee_291@company.com
EMP00292,Employee_292,53,MALE,Mktg,Assoc,HighSchool,02-Dec-2016,$124112,14,4,5,56,Yes,Middle East,cash,,employee_292@company.com
EMP00293,Employee_293,48,FEMALE,legal,lead,phd,03/05/2015,"52,005",2,5,1,74,NO,Mid East,Check,417-675-7868,employee_293@company.com
EMP00294,Employee_294,53,fmale,engineering,DIR,HS,14/11/2017,33208,4,1,2,58,Left,north america,DD,463.410.7234,employee_294@company.com
EMP00295,Employee_295,25,male,SALES,director,Masters,03/08/2021,,21,1,1,61,Yes,Apac,CASH,621.463.5191,employee_295@company.com
EMP00296,Employee_296,39,fmale,Hr,MGR,associate,04-24-2023,"125,100",7,1,4,60,Left,N. America,Cash,258-942-2669,employee_296@company.com
EMP00297,Employee_297,24,Female,H.R,lead,MASTER,06-11-2020,,3,4,5,50,Left,Latin America,direct deposit,154 410 4251,employee_297@company.com
EMP00298,Employee_298,,M,finance,Consult,Assoc Degree,2023-09-03,"43,273",,4,1,72,Left,north america,wire transfer,587.606.8522,employee_298@company.com
EMP00299,Employee_299,37,fmale,LEGAL,Analyst,High School,2010/12/15,60.3k,18,2,3,75,yes,LATAM,Wire,538.970.9262,employee_299@company.com
EMP00300,Employee_300,48,Female,it,VP,HS,2020-07-10,$48426,7,1,5,38,no,LATAM,check,(228) 675-1496,employee_300@company.com
EMP00301,Employee_301,50,female,ENGINEERING,Sr Manager,HS,2023-05-09,25.0k,,4,1,57,N,Asia Pacific,check,250 371 1253,employee_301@company.com
EMP00302,Employee_302,49,MALE,finance,lead,PhD,2023-06-15,,5,4,5,53,Stayed,asia pacific,Cash,519.587.2795,employee_302@company.com
EMP00303,Employee_303,26,,IT,INT,HS,2018/01/05,65.8k,4,,1,49,Left,europe,CHK,227 506 1450,employee_303@company.com
EMP00304,Employee_304,55,M,IT,lead,MASTER,09-12-2015,82625,4,1,1,65,yes,APAC,wire transfer,327-225-6614,employee_304@company.com
EMP00305,Employee_305,61,FEMALE,finance,Manager,high school,01-07-2017,,16,4,4,58,Stayed,Latin America,cash,(127) 187-4367,
EMP00306,Employee_306,57,fmale,Hr,Consultant,Master,12-02-2020,68.3k,5,5,1,45,Yes,north america,wire transfer,185.307.3861,employee_306@company.com
EMP00307,Employee_307,44,,OPERATIONS,Assoc,PHD,2012-01-30,$25000,12,4,3,44,NO,europe,Cash,455-626-3799,employee_307@company.com
EMP00308,Employee_308,49,fmale,MARKETING,manager,HighSchool,2012/04/24,$87696,8,2,4,42,No,APAC,DD,916.849.5199,employee_308@company.com
EMP00309,Employee_309,51,Female,Legal,Assoc,high school,02/05/2016,"37,792",23,3,3,37,Y,Middle East,Wire,659-654-1293,employee_309@company.com
EMP00310,Employee_310,55,male,Hr,Sr Manager,Associate,2022-04-06,44198,11,1,3,53,N,middle east,wire transfer,759.395.9222,employee_310@company.com
EMP00311,Employee_311,53,FEMALE,legal,DIR,high school,2021/12/04,"51,803",9,2,2,38,Left,North America,Cash,353 980 7805,employee_311@company.com
EMP00312,Employee_312,41,F,Finance,analyst,P.H.D,2020-10-24,"25,000",0,5,3,63,Y,europe,Check,310-208-6474,employee_312@company.com
EMP00313,Employee_313,52,MALE,IT,assoc,BACHELOR,2012/02/27,50.4k,10,3,1,79,Stayed,Asia Pacific,CASH,304-170-2489,employee_313@company.com
EMP00314,Employee_314,43,Female,finance,intern,Bachelor,2019-02-22,$48695,5,4,,75,N,ME,wire transfer,760 801 9882,employee_314@company.com
EMP00315,Employee_315,53,M,finance,INT,Master,08/08/2012,"55,554",2,1,4,55,NO,N. America,wire transfer,647.694.3600,employee_315@company.com
EMP00316,Employee_316,23,FEMALE,Engineering,Senior Analyst,BACHELOR,24-Nov-2022,25000,5,,4,79,,EUR,Wire Transfer,910-804-7682,employee_316@company.com
EMP00317,Employee_317,38,fmale,finance,Manager,Masters,11/08/2017,88.2k,8,2,4,43,Y,Middle East,Wire,557.713.8938,employee_317@company.com
EMP00318,Employee_318,45,F,Sales,Consultant,MASTER,10/04/2017,$74951,21,1,5,52,NO,APAC,Cash,(954) 567-6155,employee_318@company.com
EMP00319,Employee_319,51,male,Engg,consultant,high school,21-Oct-2013,"43,399",7,4,3,53,no,EUR,Check,378 280 1560,employee_319@company.com
EMP00320,Employee_320,23,FEMALE,engineering,director,Master,,"50,461",14,1,2,51,YES,north america,wire transfer,829 509 7372,employee_320@company.com
EMP00321,Employee_321,60,F,ENGINEERING,VP,Bachelors,2017/09/23,"85,954",21,2,1,78,Yes,north america,DD,214-659-9185,employee_321@company.com
EMP00322,Employee_322,44,FEMALE,engineering,Analyst,Bachelors,27/10/2011,58563,5,,4,77,YES,Latin America,CASH,(526) 159-5620,
EMP00323,Employee_323,52,FEMALE,MARKETING,Assoc,MASTER,14-Apr-2019,"33,987",22,3,1,58,no,Europe,check,666 997 6768,
EMP00324,Employee_324,42,,Legal,manager,HS,02-21-2023,62.9k,10,5,3,40,yes,LATAM,CHK,231.658.1340,employee_324@company.com
EMP00325,Employee_325,,M,engineering,V.P,Associate,04-04-2023,37.8k,9,4,2,65,Left,Europe,Wire,324 589 5355,employee_325@company.com
EMP00326,Employee_326,22,F,Operations,consultant,Masters,2012/10/02,47.3k,10,1,4,,No,asia pacific,Cash,155 681 3428,employee_326@company.com
EMP00327,Employee_327,47,fm,sales,analyst,HS,31-Dec-2023,63.7k,3,4,3,68,Left,north america,DD,608 441 6353,employee_327@company.com
EMP00328,Employee_328,22,Male,FINANCE,V.P,MASTER,2021-09-13,91.4k,12,1,2,61,NO,APAC,Cash,675.632.2643,employee_328@company.com
EMP00329,Employee_329,46,fmale,legal,Senior Manager,Bachelors,08-25-2012,115.6k,7,2,4,61,Stayed,europe,Check,598-195-5021,employee_329@company.com
EMP00330,Employee_330,37,F,Legal,lead,Master,15-Jan-2021,99.1k,19,5,3,69,yes,Mid East,CASH,(934) 442-1101,employee_330@company.com
EMP00331,Employee_331,60,female,LEGAL,,PhD,10-26-2011,63.2k,14,1,1,,Yes,latin america,Cash,441.799.4914,employee_331@company.com
